,id,ori_path,adv_path,audibility2
27667,1089-134686-0027-i52,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/1089/134686/1089-134686-0027.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_1089-134686-0027_adv_x/wav_x_adv_i52_49.53624324265991.wav,49.53624324265991
27849,1089-134686-0027-i49,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/1089/134686/1089-134686-0027.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_1089-134686-0027_adv_x/wav_x_adv_i49_53.61890718473612.wav,53.61890718473612
27865,1089-134686-0027-i51,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/1089/134686/1089-134686-0027.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_1089-134686-0027_adv_x/wav_x_adv_i51_48.87766649715912.wav,48.87766649715912
27914,1089-134686-0027-i53,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/1089/134686/1089-134686-0027.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_1089-134686-0027_adv_x/wav_x_adv_i53_51.36509424856839.wav,51.36509424856839
32545,8455-210777-0050-i302,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/8455/210777/8455-210777-0050.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_8455-210777-0050_adv_x/wav_x_adv_i302_49.50988780387823.wav,49.50988780387823
32890,8455-210777-0050-i303,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/8455/210777/8455-210777-0050.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_8455-210777-0050_adv_x/wav_x_adv_i303_33.68633497951853.wav,33.68633497951853
33405,1284-1181-0012-i7,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/1284/1181/1284-1181-0012.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_1284-1181-0012_adv_x/wav_x_adv_i7_42.776940002409084.wav,42.776940002409084
36596,4446-2275-0029-i13,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/4446/2275/4446-2275-0029.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_4446-2275-0029_adv_x/wav_x_adv_i13_43.31363746158052.wav,43.31363746158052
36616,4446-2275-0029-i14,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/4446/2275/4446-2275-0029.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_4446-2275-0029_adv_x/wav_x_adv_i14_63.16042960343371.wav,63.16042960343371
41241,7729-102255-0019-i11,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/7729/102255/7729-102255-0019.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_7729-102255-0019_adv_x/wav_x_adv_i11_51.157716465532765.wav,51.157716465532765
43061,1089-134686-0004-i206,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/1089/134686/1089-134686-0004.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_1089-134686-0004_adv_x/wav_x_adv_i206_35.83483083227403.wav,35.83483083227403
43301,1089-134686-0004-i205,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/1089/134686/1089-134686-0004.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_1089-134686-0004_adv_x/wav_x_adv_i205_43.06728403217507.wav,43.06728403217507
43644,121-127105-0034-i6,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/121/127105/121-127105-0034.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_121-127105-0034_adv_x/wav_x_adv_i6_44.23135917508638.wav,44.23135917508638
45120,4446-2271-0020-i8,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/4446/2271/4446-2271-0020.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_4446-2271-0020_adv_x/wav_x_adv_i8_59.304484195307545.wav,59.304484195307545
54711,5142-33396-0002-i265,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/5142/33396/5142-33396-0002.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_5142-33396-0002_adv_x/wav_x_adv_i265_54.052233113617774.wav,54.052233113617774
55453,6829-68771-0026-i6,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/6829/68771/6829-68771-0026.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_6829-68771-0026_adv_x/wav_x_adv_i6_54.03189776439609.wav,54.03189776439609
57005,6930-81414-0011-i89,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/6930/81414/6930-81414-0011.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_6930-81414-0011_adv_x/wav_x_adv_i89_35.78823515437432.wav,35.78823515437432
57023,6930-81414-0011-i364,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/6930/81414/6930-81414-0011.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_6930-81414-0011_adv_x/wav_x_adv_i364_39.37092886060451.wav,39.37092886060451
57311,6930-81414-0011-i363,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/6930/81414/6930-81414-0011.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_6930-81414-0011_adv_x/wav_x_adv_i363_45.17915722482063.wav,45.17915722482063
57346,6930-81414-0011-i365,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/6930/81414/6930-81414-0011.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_6930-81414-0011_adv_x/wav_x_adv_i365_34.61148446158752.wav,34.61148446158752
57453,6930-81414-0011-i361,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/6930/81414/6930-81414-0011.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_6930-81414-0011_adv_x/wav_x_adv_i361_61.334287467243875.wav,61.334287467243875
57482,6930-81414-0011-i362,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/6930/81414/6930-81414-0011.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_6930-81414-0011_adv_x/wav_x_adv_i362_52.35129298479942.wav,52.35129298479942
58502,1188-133604-0032-i4,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/1188/133604/1188-133604-0032.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_1188-133604-0032_adv_x/wav_x_adv_i4_43.67227609531722.wav,43.67227609531722
59145,6930-76324-0024-i2,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/6930/76324/6930-76324-0024.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_6930-76324-0024_adv_x/wav_x_adv_i2_33.87983181343394.wav,33.87983181343394
63051,7127-75946-0009-i156,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/7127/75946/7127-75946-0009.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_7127-75946-0009_adv_x/wav_x_adv_i156_62.53938462130986.wav,62.53938462130986
63180,7127-75946-0009-i157,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/7127/75946/7127-75946-0009.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_7127-75946-0009_adv_x/wav_x_adv_i157_45.83043693972255.wav,45.83043693972255
63194,7127-75946-0009-i158,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/7127/75946/7127-75946-0009.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_7127-75946-0009_adv_x/wav_x_adv_i158_36.17349954760823.wav,36.17349954760823
65518,1320-122617-0009-i59,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/1320/122617/1320-122617-0009.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_1320-122617-0009_adv_x/wav_x_adv_i59_43.932097459258486.wav,43.932097459258486
65901,1320-122617-0009-i60,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/1320/122617/1320-122617-0009.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_1320-122617-0009_adv_x/wav_x_adv_i60_61.077032669149524.wav,61.077032669149524
66519,7127-75946-0006-i253,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/7127/75946/7127-75946-0006.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_7127-75946-0006_adv_x/wav_x_adv_i253_61.43192736521137.wav,61.43192736521137
66886,7127-75946-0006-i72,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/7127/75946/7127-75946-0006.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_7127-75946-0006_adv_x/wav_x_adv_i72_40.49225783351786.wav,40.49225783351786
66957,7127-75946-0006-i255,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/7127/75946/7127-75946-0006.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_7127-75946-0006_adv_x/wav_x_adv_i255_34.32443470014531.wav,34.32443470014531
66989,7127-75946-0006-i254,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/7127/75946/7127-75946-0006.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_7127-75946-0006_adv_x/wav_x_adv_i254_43.995859384921125.wav,43.995859384921125
67162,4970-29095-0009-i1,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/4970/29095/4970-29095-0009.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_4970-29095-0009_adv_x/wav_x_adv_i1_55.016523353418464.wav,55.016523353418464
68096,5142-36377-0020-i160,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/5142/36377/5142-36377-0020.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_5142-36377-0020_adv_x/wav_x_adv_i160_63.86169449373192.wav,63.86169449373192
68151,5142-36377-0020-i435,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/5142/36377/5142-36377-0020.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_5142-36377-0020_adv_x/wav_x_adv_i435_43.085242128210666.wav,43.085242128210666
68176,5142-36377-0020-i47,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/5142/36377/5142-36377-0020.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_5142-36377-0020_adv_x/wav_x_adv_i47_35.27279973270271.wav,35.27279973270271
68177,5142-36377-0020-i436,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/5142/36377/5142-36377-0020.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_5142-36377-0020_adv_x/wav_x_adv_i436_35.51549732530128.wav,35.51549732530128
68207,5142-36377-0020-i164,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/5142/36377/5142-36377-0020.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_5142-36377-0020_adv_x/wav_x_adv_i164_32.79259156674415.wav,32.79259156674415
68256,5142-36377-0020-i163,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/5142/36377/5142-36377-0020.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_5142-36377-0020_adv_x/wav_x_adv_i163_38.55779339247618.wav,38.55779339247618
68347,5142-36377-0020-i434,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/5142/36377/5142-36377-0020.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_5142-36377-0020_adv_x/wav_x_adv_i434_53.28989036631112.wav,53.28989036631112
68377,5142-36377-0020-i161,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/5142/36377/5142-36377-0020.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_5142-36377-0020_adv_x/wav_x_adv_i161_53.81321529852376.wav,53.81321529852376
68493,5142-36377-0020-i162,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/5142/36377/5142-36377-0020.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_5142-36377-0020_adv_x/wav_x_adv_i162_45.48140557671171.wav,45.48140557671171
72518,1188-133604-0034-i5,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/1188/133604/1188-133604-0034.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_1188-133604-0034_adv_x/wav_x_adv_i5_36.66442485676656.wav,36.66442485676656
75072,5142-33396-0034-i119,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/5142/33396/5142-33396-0034.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_5142-33396-0034_adv_x/wav_x_adv_i119_58.77049048747911.wav,58.77049048747911
75124,5142-33396-0034-i121,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/5142/33396/5142-33396-0034.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_5142-33396-0034_adv_x/wav_x_adv_i121_34.1487257980297.wav,34.1487257980297
75408,5142-33396-0034-i120,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/5142/33396/5142-33396-0034.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_5142-33396-0034_adv_x/wav_x_adv_i120_43.80066546771638.wav,43.80066546771638
78716,7127-75946-0002-i25,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/7127/75946/7127-75946-0002.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_7127-75946-0002_adv_x/wav_x_adv_i25_41.0550379709101.wav,41.0550379709101
78938,7127-75946-0002-i26,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/7127/75946/7127-75946-0002.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_7127-75946-0002_adv_x/wav_x_adv_i26_58.87034650714956.wav,58.87034650714956
80155,8455-210777-0065-i266,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/8455/210777/8455-210777-0065.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_8455-210777-0065_adv_x/wav_x_adv_i266_54.77989966169366.wav,54.77989966169366
80183,8455-210777-0065-i269,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/8455/210777/8455-210777-0065.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_8455-210777-0065_adv_x/wav_x_adv_i269_32.86049722166575.wav,32.86049722166575
80186,8455-210777-0065-i268,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/8455/210777/8455-210777-0065.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_8455-210777-0065_adv_x/wav_x_adv_i268_38.213143557764134.wav,38.213143557764134
80222,8455-210777-0065-i267,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/8455/210777/8455-210777-0065.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_8455-210777-0065_adv_x/wav_x_adv_i267_45.23687625875497.wav,45.23687625875497
83208,4970-29095-0016-i4,/home/vmoat/userstudy_wsbnew/LibriSpeech_under5s/test-clean/4970/29095/4970-29095-0016.flac,/home/vmoat/vmoat_code/user_study_adv_audio/attack_verification_test-clean_under5s/model_weight_200_audi_4970-29095-0016_adv_x/wav_x_adv_i4_38.440918714066065.wav,38.440918714066065
